name,id,height,base_experience,pokemon_species_id,weight,hp,attack,defense,special-attack,special-defense,speed,evolution_chain_id,evolves_from_species_id,gender_rate,has_gender_differences,is_baby,is_legendary,is_mythical,capture_rate,base_happiness,hatch_counter,growth_rate,generation_name,habitat_name,type_name_1,type_name_2
sirfetchd,865,8,177,865,1170,62,135,95,68,82,65,35,83,4,False,False,False,False,45,50,20,medium,generation-viii,,fighting,
mr-rime,866,15,182,866,582,80,85,75,110,100,70,57,122,4,False,False,False,False,45,50,25,medium,generation-viii,,ice,psychic
runerigus,867,16,169,867,666,58,95,145,50,105,30,287,562,4,False,False,False,False,90,50,25,medium,generation-viii,,ground,ghost
milcery,868,2,54,868,3,45,40,40,50,61,34,452,,8,False,False,False,False,200,50,20,medium,generation-viii,,fairy,
alcremie,869,3,173,869,5,65,60,75,110,121,64,452,868,8,False,False,False,False,100,50,20,medium,generation-viii,,fairy,
falinks,870,30,165,870,620,65,100,100,70,60,75,453,,-1,False,False,False,False,45,50,25,medium,generation-viii,,fighting,
pincurchin,871,3,152,871,10,48,101,95,91,85,15,454,,4,False,False,False,False,75,50,20,medium,generation-viii,,electric,
snom,872,3,37,872,38,30,25,35,45,30,20,455,,4,False,False,False,False,190,50,20,medium,generation-viii,,ice,bug
frosmoth,873,13,166,873,420,70,65,60,125,90,65,455,872,4,False,False,False,False,75,50,20,medium,generation-viii,,ice,bug
stonjourner,874,25,165,874,5200,100,125,135,20,20,70,456,,4,False,False,False,False,60,50,25,slow,generation-viii,,rock,
eiscue-ice,875,14,165,875,890,75,80,110,65,90,50,457,,4,False,False,False,False,60,50,25,slow,generation-viii,,ice,
indeedee-male,876,9,166,876,280,60,65,55,105,95,95,458,,4,False,False,False,False,30,140,40,fast,generation-viii,,psychic,normal
morpeko-full-belly,877,3,153,877,30,58,95,58,70,58,97,459,,4,False,False,False,False,180,50,10,medium,generation-viii,,electric,dark
cufant,878,12,66,878,1000,72,80,49,40,49,40,460,,4,False,False,False,False,190,50,25,medium,generation-viii,,steel,
copperajah,879,30,175,879,6500,122,130,69,80,69,30,460,878,4,False,False,False,False,90,50,25,medium,generation-viii,,steel,
dracozolt,880,18,177,880,1900,90,100,90,80,70,75,461,,-1,False,False,False,False,45,50,35,slow,generation-viii,,electric,dragon
arctozolt,881,23,177,881,1500,90,100,90,90,80,55,462,,-1,False,False,False,False,45,50,35,slow,generation-viii,,electric,ice
dracovish,882,23,177,882,2150,90,90,100,70,80,75,463,,-1,False,False,False,False,45,50,35,slow,generation-viii,,water,dragon
arctovish,883,20,177,883,1750,90,90,100,80,90,55,464,,-1,False,False,False,False,45,50,35,slow,generation-viii,,water,ice
duraludon,884,18,187,884,400,70,95,115,120,50,85,465,,4,False,False,False,False,45,50,30,medium,generation-viii,,steel,dragon
dreepy,885,5,54,885,20,28,60,30,40,30,82,466,,4,False,False,False,False,45,50,40,slow,generation-viii,,dragon,ghost
drakloak,886,14,144,886,110,68,80,50,60,50,102,466,885,4,False,False,False,False,45,50,40,slow,generation-viii,,dragon,ghost
dragapult,887,30,300,887,500,88,120,75,100,75,142,466,886,4,False,False,False,False,45,50,40,slow,generation-viii,,dragon,ghost
zacian,888,28,335,888,1100,92,130,115,80,115,138,467,,-1,False,False,True,False,10,0,120,slow,generation-viii,,fairy,
zamazenta,889,29,335,889,2100,92,130,115,80,115,138,468,,-1,False,False,True,False,10,0,120,slow,generation-viii,,fighting,
eternatus,890,200,345,890,9500,140,85,95,145,95,130,469,,-1,False,False,True,False,255,0,120,slow,generation-viii,,poison,dragon
kubfu,891,6,77,891,120,60,90,60,53,50,72,470,,1,False,False,True,False,3,50,120,slow,generation-viii,,fighting,
urshifu-single-strike,892,19,275,892,1050,100,130,100,63,60,97,470,891,1,False,False,True,False,3,50,120,slow,generation-viii,,fighting,dark
zarude,893,18,300,893,700,105,120,105,70,95,105,471,,-1,False,False,False,True,3,0,120,slow,generation-viii,,dark,grass
regieleki,894,12,290,894,1450,80,100,50,100,50,200,472,,-1,False,False,True,False,3,35,120,slow,generation-viii,,electric,
regidrago,895,21,290,895,2000,200,100,50,100,50,80,473,,-1,False,False,True,False,3,35,120,slow,generation-viii,,dragon,
glastrier,896,22,290,896,8000,100,145,130,65,110,30,474,,-1,False,False,True,False,3,35,120,slow,generation-viii,,ice,
spectrier,897,20,290,897,445,100,65,60,145,80,130,475,,-1,False,False,True,False,3,35,120,slow,generation-viii,,ghost,
calyrex,898,11,250,898,77,100,80,80,80,80,80,476,,-1,False,False,True,False,3,100,120,slow,generation-viii,,psychic,grass
wyrdeer,899,18,,899,951,103,105,72,105,75,65,120,234,4,False,False,False,False,135,,,slow,generation-viii,,normal,psychic
kleavor,900,18,,900,890,70,135,95,45,70,85,58,123,4,False,False,False,False,115,,,medium,generation-viii,,bug,rock
ursaluna,901,24,,901,2900,130,140,105,45,80,50,110,217,4,False,False,False,False,75,,,medium,generation-viii,,ground,normal
basculegion-male,902,30,,902,1100,120,112,65,80,75,78,280,550,4,True,False,False,False,135,,,medium,generation-viii,,water,ghost
sneasler,903,13,,903,430,80,130,60,40,80,120,109,215,4,False,False,False,False,135,,,medium-slow,generation-viii,,fighting,poison
overqwil,904,25,,904,605,85,115,95,65,65,85,106,211,4,False,False,False,False,135,,,medium,generation-viii,,dark,poison
enamorus-incarnate,905,16,,905,480,74,115,70,135,80,106,477,,8,False,False,True,False,3,,,slow,generation-viii,,fairy,flying
sprigatito,906,4,,906,41,40,61,54,45,45,65,478,,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,grass,
floragato,907,9,,907,122,61,80,63,60,63,83,478,906,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,grass,
meowscarada,908,15,,908,312,76,110,70,81,70,123,478,907,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,grass,dark
fuecoco,909,4,,909,98,67,45,59,63,40,36,479,,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,fire,
crocalor,910,10,,910,307,81,55,78,90,58,49,479,909,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,fire,
skeledirge,911,16,,911,3265,104,75,100,110,75,66,479,910,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,fire,ghost
quaxly,912,5,,912,61,55,65,45,50,45,50,480,,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,water,
quaxwell,913,12,,913,215,70,85,65,65,60,65,480,912,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,water,
quaquaval,914,18,,914,619,85,120,80,85,75,85,480,913,1,False,False,False,False,45,50,20,medium-slow,generation-ix,,water,fighting
lechonk,915,5,,915,102,54,45,40,35,45,35,481,,4,False,False,False,False,255,50,15,medium,generation-ix,,normal,
oinkologne,916,10,,916,1200,110,100,75,59,80,65,481,915,0,False,False,False,False,100,50,15,medium,generation-ix,,normal,
tarountula,917,3,,917,40,35,41,45,29,40,20,482,,4,False,False,False,False,255,50,15,slow-then-very-fast,generation-ix,,bug,
spidops,918,10,,918,165,60,79,92,52,86,35,482,917,4,False,False,False,False,120,50,15,slow-then-very-fast,generation-ix,,bug,
nymble,919,2,,919,10,33,46,40,21,25,45,483,,4,False,False,False,False,190,20,20,medium,generation-ix,,bug,
lokix,920,10,,920,175,71,102,78,52,55,92,483,919,4,False,False,False,False,30,0,20,medium,generation-ix,,bug,dark
pawmi,921,3,,921,25,45,50,20,40,25,60,484,,4,False,False,False,False,190,50,15,medium,generation-ix,,electric,
pawmo,922,4,,922,65,60,75,40,50,40,85,484,921,4,False,False,False,False,80,50,15,medium,generation-ix,,electric,fighting
pawmot,923,9,,923,410,70,115,70,70,60,105,484,922,4,False,False,False,False,45,50,15,medium,generation-ix,,electric,fighting
tandemaus,924,3,,924,18,50,50,45,40,45,75,485,,-1,False,False,False,False,150,50,10,fast,generation-ix,,normal,
maushold,925,3,,925,23,74,75,70,65,75,111,485,924,-1,False,False,False,False,75,50,10,fast,generation-ix,,normal,
fidough,926,3,,926,109,37,55,70,30,55,65,486,,4,False,False,False,False,190,50,20,medium-slow,generation-ix,,fairy,
dachsbun,927,5,,927,149,57,80,115,50,80,95,486,926,4,False,False,False,False,90,50,20,medium-slow,generation-ix,,fairy,
smoliv,928,3,,928,65,41,35,45,58,51,30,487,,4,False,False,False,False,255,50,20,medium-slow,generation-ix,,grass,normal
dolliv,929,6,,929,119,52,53,60,78,78,33,487,928,4,False,False,False,False,120,50,20,medium-slow,generation-ix,,grass,normal
arboliva,930,14,,930,482,78,69,90,125,109,39,487,929,4,False,False,False,False,45,50,20,medium-slow,generation-ix,,grass,normal
squawkabilly,931,6,,931,24,82,96,51,45,51,92,488,,4,False,False,False,False,190,50,15,slow-then-very-fast,generation-ix,,normal,flying
nacli,932,4,,932,160,55,55,75,35,35,25,489,,4,False,False,False,False,255,50,20,medium-slow,generation-ix,,rock,
naclstack,933,6,,933,1050,60,60,100,35,65,35,489,932,4,False,False,False,False,120,50,20,medium-slow,generation-ix,,rock,
garganacl,934,23,,934,2400,100,100,130,45,90,35,489,933,4,False,False,False,False,45,50,20,medium-slow,generation-ix,,rock,
charcadet,935,6,,935,105,40,50,40,50,40,35,490,,4,False,False,False,False,90,50,35,slow,generation-ix,,fire,
armarouge,936,15,,936,850,85,60,100,125,80,75,490,935,4,False,False,False,False,25,20,35,slow,generation-ix,,fire,psychic
ceruledge,937,16,,937,620,75,125,80,60,100,85,490,935,4,False,False,False,False,25,20,35,slow,generation-ix,,fire,ghost
tadbulb,938,3,,938,4,61,31,41,59,35,45,491,,4,False,False,False,False,190,50,20,medium,generation-ix,,electric,
bellibolt,939,12,,939,1130,109,64,91,103,83,45,491,938,4,False,False,False,False,50,50,20,medium,generation-ix,,electric,
wattrel,940,4,,940,36,40,40,35,55,40,70,492,,4,False,False,False,False,180,50,20,medium-slow,generation-ix,,electric,flying
kilowattrel,941,14,,941,386,70,70,60,105,60,125,492,940,4,False,False,False,False,90,50,20,medium-slow,generation-ix,,electric,flying
maschiff,942,5,,942,160,60,78,60,40,51,51,493,,4,False,False,False,False,150,50,20,medium-slow,generation-ix,,dark,
mabosstiff,943,11,,943,610,80,120,90,60,70,85,493,942,4,False,False,False,False,75,50,20,medium-slow,generation-ix,,dark,
shroodle,944,2,,944,7,40,65,35,40,35,75,494,,4,False,False,False,False,190,50,20,medium-slow,generation-ix,,poison,normal
grafaiai,945,7,,945,272,63,95,65,80,72,110,494,944,4,False,False,False,False,90,50,20,medium-slow,generation-ix,,poison,normal
bramblin,946,6,,946,6,40,65,30,45,35,60,495,,4,False,False,False,False,190,50,20,medium,generation-ix,,grass,ghost
brambleghast,947,12,,947,60,55,115,70,80,70,90,495,946,4,False,False,False,False,45,50,20,medium,generation-ix,,grass,ghost
toedscool,948,9,,948,330,40,40,35,50,100,70,496,,4,False,False,False,False,190,50,20,medium-slow,generation-ix,,ground,grass
toedscruel,949,19,,949,580,80,70,65,80,120,100,496,948,4,False,False,False,False,90,50,20,medium-slow,generation-ix,,ground,grass
klawf,950,13,,950,790,70,100,115,35,55,75,497,,4,False,False,False,False,120,50,35,medium,generation-ix,,rock,
capsakid,951,3,,951,30,50,62,40,62,40,50,498,,4,False,False,False,False,190,50,20,medium,generation-ix,,grass,
scovillain,952,9,,952,150,65,108,65,108,65,75,498,951,4,False,False,False,False,75,50,20,medium,generation-ix,,grass,fire
rellor,953,2,,953,10,41,50,60,31,58,30,499,,4,False,False,False,False,190,50,20,fast,generation-ix,,bug,
rabsca,954,3,,954,35,75,50,85,115,100,45,499,953,4,False,False,False,False,45,50,20,fast,generation-ix,,bug,psychic
flittle,955,2,,955,15,30,35,30,55,30,75,500,,4,False,False,False,False,120,50,20,medium-slow,generation-ix,,psychic,
espathra,956,19,,956,900,95,60,60,101,60,105,500,955,4,False,False,False,False,60,50,20,medium-slow,generation-ix,,psychic,
tinkatink,957,4,,957,89,50,45,45,35,64,58,501,,8,False,False,False,False,190,50,20,medium-slow,generation-ix,,fairy,steel
tinkatuff,958,7,,958,591,65,55,55,45,82,78,501,957,8,False,False,False,False,90,50,20,medium-slow,generation-ix,,fairy,steel
tinkaton,959,7,,959,1128,85,75,77,70,105,94,501,958,8,False,False,False,False,45,50,20,medium-slow,generation-ix,,fairy,steel
wiglett,960,12,,960,18,10,55,25,35,25,95,502,,4,False,False,False,False,255,50,20,medium,generation-ix,,water,
wugtrio,961,12,,961,54,35,100,50,50,70,120,502,960,4,False,False,False,False,50,50,20,medium,generation-ix,,water,
bombirdier,962,15,,962,429,70,103,85,60,85,82,503,,4,False,False,False,False,25,50,35,slow,generation-ix,,flying,dark
finizen,963,13,,963,602,70,45,40,45,40,75,504,,4,False,False,False,False,200,50,40,slow,generation-ix,,water,
palafin,964,13,,964,602,100,70,72,53,62,100,504,963,4,False,False,False,False,45,50,40,slow,generation-ix,,water,
varoom,965,10,,965,350,45,70,63,30,45,47,505,,4,False,False,False,False,190,50,20,medium,generation-ix,,steel,poison
revavroom,966,18,,966,1200,80,119,90,54,67,90,505,965,4,False,False,False,False,75,50,20,medium,generation-ix,,steel,poison
cyclizar,967,16,,967,630,70,95,65,85,65,121,506,,4,False,False,False,False,190,50,30,medium-slow,generation-ix,,dragon,normal
orthworm,968,25,,968,3100,70,85,145,60,55,65,507,,4,False,False,False,False,25,50,35,slow,generation-ix,,steel,
glimmet,969,7,,969,80,48,35,42,105,60,60,508,,4,False,False,False,False,70,50,30,medium-slow,generation-ix,,rock,poison
glimmora,970,15,,970,450,83,55,90,130,81,86,508,969,4,False,False,False,False,25,50,30,medium-slow,generation-ix,,rock,poison
greavard,971,6,,971,350,50,61,60,30,55,34,509,,4,False,False,False,False,120,50,20,medium-slow,generation-ix,,ghost,
houndstone,972,20,,972,150,72,101,100,50,97,68,509,971,4,False,False,False,False,60,50,20,medium-slow,generation-ix,,ghost,
flamigo,973,16,,973,370,82,115,74,75,64,90,510,,4,False,False,False,False,100,50,20,medium-slow,generation-ix,,flying,fighting
cetoddle,974,12,,974,450,108,68,45,30,40,43,511,,4,False,False,False,False,150,50,25,medium-slow,generation-ix,,ice,
cetitan,975,45,,975,7000,170,113,65,45,55,73,511,974,4,False,False,False,False,50,50,25,medium-slow,generation-ix,,ice,
veluza,976,25,,976,900,90,102,73,78,65,70,512,,4,False,False,False,False,100,50,20,fast,generation-ix,,water,psychic
dondozo,977,120,,977,2200,150,100,115,65,65,35,513,,4,False,False,False,False,25,50,40,slow,generation-ix,,water,
tatsugiri,978,3,,978,80,68,50,60,120,95,82,514,,4,False,False,False,False,100,50,35,medium-slow,generation-ix,,dragon,water
annihilape,979,12,,979,560,110,115,80,50,90,90,24,57,4,False,False,False,False,45,50,20,medium,generation-ix,,fighting,ghost
clodsire,980,18,,980,2230,130,75,60,45,100,20,96,194,4,False,False,False,False,90,50,20,medium,generation-ix,,poison,ground
farigiraf,981,32,,981,1600,120,90,70,110,70,60,101,203,4,False,False,False,False,45,50,20,medium,generation-ix,,normal,psychic
dudunsparce,982,36,,982,392,125,100,80,85,75,55,103,206,4,False,False,False,False,45,50,20,medium,generation-ix,,normal,
kingambit,983,20,,983,1200,100,135,120,60,85,50,317,625,4,False,False,False,False,25,50,20,medium,generation-ix,,dark,steel
great-tusk,984,22,,984,3200,115,131,131,53,53,87,515,,-1,False,False,False,False,30,0,50,slow,generation-ix,,ground,fighting
scream-tail,985,12,,985,80,115,65,99,65,115,111,516,,-1,False,False,False,False,50,0,50,slow,generation-ix,,fairy,psychic
brute-bonnet,986,12,,986,210,111,127,99,79,99,55,517,,-1,False,False,False,False,50,0,50,slow,generation-ix,,grass,dark
flutter-mane,987,14,,987,40,55,55,55,135,135,135,518,,-1,False,False,False,False,30,0,50,slow,generation-ix,,ghost,fairy
slither-wing,988,32,,988,920,85,135,79,85,105,81,519,,-1,False,False,False,False,30,0,50,slow,generation-ix,,bug,fighting
sandy-shocks,989,23,,989,600,85,81,97,121,85,101,520,,-1,False,False,False,False,30,0,50,slow,generation-ix,,electric,ground
iron-treads,990,9,,990,2400,90,112,120,72,70,106,521,,-1,False,False,False,False,30,0,50,slow,generation-ix,,ground,steel
iron-bundle,991,6,,991,110,56,80,114,124,60,136,522,,-1,False,False,False,False,50,0,50,slow,generation-ix,,ice,water
iron-hands,992,18,,992,3807,154,140,108,50,68,50,523,,-1,False,False,False,False,50,0,50,slow,generation-ix,,fighting,electric
iron-jugulis,993,13,,993,1110,94,80,86,122,80,108,524,,-1,False,False,False,False,30,0,50,slow,generation-ix,,dark,flying
iron-moth,994,12,,994,360,80,70,60,140,110,110,525,,-1,False,False,False,False,30,0,50,slow,generation-ix,,fire,poison
iron-thorns,995,16,,995,3030,100,134,110,70,84,72,526,,-1,False,False,False,False,30,0,50,slow,generation-ix,,rock,electric
frigibax,996,5,,996,170,65,75,45,35,45,55,527,,4,False,False,False,False,45,50,40,slow,generation-ix,,dragon,ice
arctibax,997,8,,997,300,90,95,66,45,65,62,527,996,4,False,False,False,False,25,50,40,slow,generation-ix,,dragon,ice
baxcalibur,998,21,,998,2100,115,145,92,75,86,87,527,997,4,False,False,False,False,10,50,40,slow,generation-ix,,dragon,ice
gimmighoul,999,3,,999,50,45,30,70,75,70,10,528,,-1,False,False,False,False,45,50,50,slow,generation-ix,,ghost,
gholdengo,1000,12,,1000,300,87,60,95,133,91,84,528,999,-1,False,False,False,False,45,50,50,slow,generation-ix,,steel,ghost
wo-chien,1001,15,,1001,742,85,85,100,95,135,70,529,,-1,False,False,False,False,6,0,50,slow,generation-ix,,dark,grass
chien-pao,1002,19,,1002,1522,80,120,80,90,65,135,530,,-1,False,False,False,False,6,0,50,slow,generation-ix,,dark,ice
ting-lu,1003,27,,1003,6997,155,110,125,55,80,45,531,,-1,False,False,False,False,6,0,50,slow,generation-ix,,dark,ground
chi-yu,1004,4,,1004,49,55,80,80,135,120,100,532,,-1,False,False,False,False,6,0,50,slow,generation-ix,,dark,fire
roaring-moon,1005,20,,1005,3800,105,139,71,55,101,119,533,,-1,False,False,False,False,10,0,50,slow,generation-ix,,dragon,dark
iron-valiant,1006,14,,1006,350,74,130,90,120,60,116,534,,-1,False,False,False,False,10,0,50,slow,generation-ix,,fairy,fighting
koraidon,1007,25,,1007,3030,100,135,115,85,100,135,535,,-1,False,False,False,False,3,0,50,slow,generation-ix,,fighting,dragon
miraidon,1008,35,,1008,2400,100,85,100,135,115,135,536,,-1,False,False,False,False,3,0,50,slow,generation-ix,,electric,dragon
deoxys-attack,10001,17,270,386,608,50,180,20,180,20,150,202,,-1,False,False,False,True,3,0,120,slow,generation-iii,rare,psychic,
deoxys-defense,10002,17,270,386,608,50,70,160,70,160,90,202,,-1,False,False,False,True,3,0,120,slow,generation-iii,rare,psychic,
deoxys-speed,10003,17,270,386,608,50,95,90,95,90,180,202,,-1,False,False,False,True,3,0,120,slow,generation-iii,rare,psychic,
wormadam-sandy,10004,5,148,413,65,60,79,105,59,85,36,213,412,8,False,False,False,False,45,70,15,medium,generation-iv,,bug,ground
wormadam-trash,10005,5,148,413,65,60,69,95,69,95,36,213,412,8,False,False,False,False,45,70,15,medium,generation-iv,,bug,steel
shaymin-sky,10006,4,270,492,52,100,103,75,120,75,127,253,,-1,False,False,False,True,45,100,120,medium-slow,generation-iv,,grass,flying
giratina-origin,10007,69,340,487,6500,150,120,100,120,100,90,248,,-1,False,False,True,False,3,0,120,slow,generation-iv,,ghost,dragon
rotom-heat,10008,3,182,479,3,50,65,107,105,107,86,240,,-1,False,False,False,False,45,50,20,medium,generation-iv,,electric,fire
rotom-wash,10009,3,182,479,3,50,65,107,105,107,86,240,,-1,False,False,False,False,45,50,20,medium,generation-iv,,electric,water
rotom-frost,10010,3,182,479,3,50,65,107,105,107,86,240,,-1,False,False,False,False,45,50,20,medium,generation-iv,,electric,ice
rotom-fan,10011,3,182,479,3,50,65,107,105,107,86,240,,-1,False,False,False,False,45,50,20,medium,generation-iv,,electric,flying
rotom-mow,10012,3,182,479,3,50,65,107,105,107,86,240,,-1,False,False,False,False,45,50,20,medium,generation-iv,,electric,grass
castform-sunny,10013,3,147,351,8,70,70,70,70,70,70,179,,4,False,False,False,False,45,70,25,medium,generation-iii,grassland,fire,
castform-rainy,10014,3,147,351,8,70,70,70,70,70,70,179,,4,False,False,False,False,45,70,25,medium,generation-iii,grassland,water,
castform-snowy,10015,3,147,351,8,70,70,70,70,70,70,179,,4,False,False,False,False,45,70,25,medium,generation-iii,grassland,ice,
basculin-blue-striped,10016,10,161,550,180,70,92,65,80,55,98,280,,4,False,False,False,False,25,50,40,medium,generation-v,,water,
darmanitan-zen,10017,13,189,555,929,105,30,105,140,105,55,282,554,4,False,False,False,False,60,50,20,medium-slow,generation-v,,fire,psychic
meloetta-pirouette,10018,6,270,648,65,100,128,90,77,77,128,335,,-1,False,False,False,True,3,100,120,slow,generation-v,,normal,fighting
tornadus-therian,10019,14,290,641,630,79,100,80,110,90,121,328,,0,False,False,True,False,3,90,120,slow,generation-v,,flying,
thundurus-therian,10020,30,290,642,610,79,105,70,145,80,101,329,,0,False,False,True,False,3,90,120,slow,generation-v,,electric,flying
landorus-therian,10021,13,300,645,680,89,145,90,105,80,91,332,,0,False,False,True,False,3,90,120,slow,generation-v,,ground,flying
kyurem-black,10022,33,350,646,3250,125,170,100,120,90,95,333,,-1,False,False,True,False,3,0,120,slow,generation-v,,dragon,ice
kyurem-white,10023,36,350,646,3250,125,120,90,170,100,95,333,,-1,False,False,True,False,3,0,120,slow,generation-v,,dragon,ice
keldeo-resolute,10024,14,290,647,485,91,72,90,129,90,108,334,,-1,False,False,False,True,3,35,80,slow,generation-v,,water,fighting
meowstic-female,10025,6,163,678,85,74,48,76,83,81,104,348,677,4,True,False,False,False,75,50,20,medium,generation-vi,,psychic,
aegislash-blade,10026,17,250,681,530,60,140,50,140,50,60,349,680,4,False,False,False,False,45,50,20,medium,generation-vi,,steel,ghost
pumpkaboo-small,10027,3,67,710,35,44,66,70,44,55,56,365,,4,False,False,False,False,120,50,20,medium,generation-vi,,ghost,grass
pumpkaboo-large,10028,5,67,710,75,54,66,70,44,55,46,365,,4,False,False,False,False,120,50,20,medium,generation-vi,,ghost,grass
pumpkaboo-super,10029,8,67,710,150,59,66,70,44,55,41,365,,4,False,False,False,False,120,50,20,medium,generation-vi,,ghost,grass
gourgeist-small,10030,7,173,711,95,55,85,122,58,75,99,365,710,4,False,False,False,False,60,50,20,medium,generation-vi,,ghost,grass
gourgeist-large,10031,11,173,711,140,75,95,122,58,75,69,365,710,4,False,False,False,False,60,50,20,medium,generation-vi,,ghost,grass
gourgeist-super,10032,17,173,711,390,85,100,122,58,75,54,365,710,4,False,False,False,False,60,50,20,medium,generation-vi,,ghost,grass
venusaur-mega,10033,24,281,3,1555,80,100,123,122,120,80,1,2,1,True,False,False,False,45,50,20,medium-slow,generation-i,grassland,grass,poison
charizard-mega-x,10034,17,285,6,1105,78,130,111,130,85,100,2,5,1,False,False,False,False,45,50,20,medium-slow,generation-i,mountain,fire,dragon
charizard-mega-y,10035,17,285,6,1005,78,104,78,159,115,100,2,5,1,False,False,False,False,45,50,20,medium-slow,generation-i,mountain,fire,flying
blastoise-mega,10036,16,284,9,1011,79,103,120,135,115,78,3,8,1,False,False,False,False,45,50,20,medium-slow,generation-i,waters-edge,water,
alakazam-mega,10037,12,270,65,480,55,50,65,175,105,150,27,64,2,True,False,False,False,50,50,20,medium-slow,generation-i,urban,psychic,
gengar-mega,10038,14,270,94,405,60,65,80,170,95,130,40,93,4,False,False,False,False,45,50,20,medium-slow,generation-i,cave,ghost,poison
kangaskhan-mega,10039,22,207,115,1000,105,125,100,60,100,100,53,,8,False,False,False,False,45,50,20,medium,generation-i,grassland,normal,
pinsir-mega,10040,17,210,127,590,65,155,120,65,90,105,62,,4,False,False,False,False,45,50,25,slow,generation-i,forest,bug,flying
gyarados-mega,10041,65,224,130,3050,95,155,109,70,130,81,64,129,4,True,False,False,False,45,50,5,slow,generation-i,waters-edge,water,dark
aerodactyl-mega,10042,21,215,142,790,80,135,85,70,95,150,71,,1,False,False,False,False,45,50,35,slow,generation-i,mountain,rock,flying
mewtwo-mega-x,10043,23,351,150,1270,106,190,100,154,100,130,77,,-1,False,False,True,False,3,0,120,slow,generation-i,rare,psychic,fighting
mewtwo-mega-y,10044,15,351,150,330,106,150,70,194,120,140,77,,-1,False,False,True,False,3,0,120,slow,generation-i,rare,psychic,
ampharos-mega,10045,14,275,181,615,90,95,105,165,110,45,89,180,4,False,False,False,False,45,70,20,medium-slow,generation-ii,grassland,electric,dragon
scizor-mega,10046,20,210,212,1250,70,150,140,65,100,75,58,123,4,True,False,False,False,25,50,25,medium,generation-ii,grassland,bug,steel
heracross-mega,10047,17,210,214,625,80,185,115,40,105,75,108,,4,True,False,False,False,45,50,25,slow,generation-ii,forest,bug,fighting
houndoom-mega,10048,19,210,229,495,75,90,90,140,90,115,118,228,4,True,False,False,False,45,35,20,slow,generation-ii,rough-terrain,dark,fire
tyranitar-mega,10049,25,315,248,2550,100,164,150,95,120,71,126,247,4,False,False,False,False,45,35,40,slow,generation-ii,mountain,rock,dark
blaziken-mega,10050,19,284,257,520,80,160,80,130,80,100,131,256,1,True,False,False,False,45,50,20,medium-slow,generation-iii,grassland,fire,fighting
gardevoir-mega,10051,16,278,282,484,68,85,65,165,135,100,140,281,4,False,False,False,False,45,35,20,slow,generation-iii,urban,psychic,fairy
mawile-mega,10052,10,168,303,235,50,105,125,55,95,50,150,,4,False,False,False,False,45,50,20,fast,generation-iii,cave,steel,fairy
aggron-mega,10053,22,284,306,3950,70,140,230,60,80,50,151,305,4,False,False,False,False,45,35,35,slow,generation-iii,mountain,steel,
medicham-mega,10054,13,179,308,315,60,100,85,80,85,100,152,307,4,True,False,False,False,90,70,20,medium,generation-iii,mountain,fighting,psychic
manectric-mega,10055,18,201,310,440,70,75,80,135,80,135,153,309,4,False,False,False,False,45,50,20,slow,generation-iii,grassland,electric,
banette-mega,10056,12,194,354,130,64,165,75,93,83,75,181,353,4,False,False,False,False,45,35,25,fast,generation-iii,urban,ghost,
absol-mega,10057,12,198,359,490,65,150,60,115,60,115,185,,4,False,False,False,False,30,35,25,medium-slow,generation-iii,mountain,dark,
garchomp-mega,10058,19,315,445,950,108,170,115,120,95,92,230,444,4,True,False,False,False,45,50,40,slow,generation-iv,,dragon,ground
lucario-mega,10059,13,219,448,575,70,145,88,140,70,112,232,447,1,False,False,False,False,45,50,25,medium-slow,generation-iv,,fighting,steel
abomasnow-mega,10060,27,208,460,1850,90,132,105,132,105,30,239,459,4,True,False,False,False,60,50,20,slow,generation-iv,,grass,ice
floette-eternal,10061,2,243,670,9,74,65,67,125,128,92,344,669,8,False,False,False,False,120,70,20,medium,generation-vi,,fairy,
latias-mega,10062,18,315,380,520,80,100,120,140,150,110,196,,8,False,False,True,False,3,90,120,slow,generation-iii,waters-edge,dragon,psychic
latios-mega,10063,23,315,381,700,80,130,100,160,120,110,197,,0,False,False,True,False,3,90,120,slow,generation-iii,waters-edge,dragon,psychic
swampert-mega,10064,19,286,260,1020,100,150,110,95,110,70,132,259,1,False,False,False,False,45,50,20,medium-slow,generation-iii,waters-edge,water,ground
sceptile-mega,10065,19,284,254,552,70,110,75,145,85,145,130,253,1,False,False,False,False,45,50,20,medium-slow,generation-iii,forest,grass,dragon
sableye-mega,10066,5,168,302,1610,50,85,125,85,115,20,149,,4,False,False,False,False,45,35,25,medium-slow,generation-iii,cave,dark,ghost
altaria-mega,10067,15,207,334,206,75,110,110,110,105,80,168,333,4,False,False,False,False,45,50,20,slow-then-very-fast,generation-iii,forest,dragon,fairy
gallade-mega,10068,16,278,475,564,68,165,95,65,115,110,140,281,0,False,False,False,False,45,35,20,slow,generation-iv,,psychic,fighting
